,index,tweet,injury_report
10949,14262,"With their 17th-round pick, the @Dbacks select IMG Academy (FL) shortstop Drake Varnado, No. 164 on the Top 250 Draft Prospects list.  Watch live:  https://t.co/oDjcuCzH7G  https://t.co/G9rTiEydxM",0
10950,5923,@WBNC2 This is true.,0
10951,13083,The matchup we have all been waiting for!  It's @JuanSoto25_ vs. Shohei Ohtani! #HRDerby  https://t.co/3q3shbS5ZP,0
10952,15556,"We're Hiring! We hire and train talented individuals, investing in them to ensure their success as they embark on a career path with AFL. Check out our careers page and apply online today! #careers #nowhiring #jobsearch  https://t.co/yJEtrgQKfN",0
10953,5977,‘Just sweat and rosin’: Mariners’ Héctor Santiago denies using foreign substances following ejection   https://t.co/0mbYIfUwrW,0
10954,11150,Let's bounce back tonight!  #DetroitRoots  https://t.co/us28ABDKt0,0
10955,12637,"⬆️ O’Grady ⬇️ Knehr  ⚾️ Plus, a sim game featuring Matt Strahm and Blake Snell...  Here’s what it all means:   https://t.co/i50qDWavZA",0
10956,14167,The Kikuchi family has arrived 🤩 #AllStarGame  https://t.co/PsAMjAWcvh,0
10957,2720,"#Rays get another run on a liner to RF by Margot, with H. Ramirez making a sliding catch",0
10958,10234,@aber22martinez No,0
10959,7723,Jake Arrieta to 10-day IL (right hamstring tightness).  Cory Abbott recalled from Iowa.,1
10960,5107,"Tonight's first pitch was thrown by June Moses, #HOPEWeek Honoree and West 135th Street Apartments Tenant Association President. Under her leadership, her group combatted the food insecurity that was ravaging their senior housing community during the pandemic.  https://t.co/7q6LbFxAic",0
10961,2903,".@daz_cameron16 on his way to steal second base, like Nicolas Cage stole the Declaration of Independence.  https://t.co/nZhEnQqBYw",0
10962,2639,"Final line for Rich Hill: 3.2 IP, 3 H, 1 ER, 1 BB, 5 K, 2 HBP, 57 pitches / 41 strikes, no decision. #Rays",0
10963,2120,Starters for #orioles - #angels series in Anaheim: Tonight: Keegan Akin vs. Griffin Canning Saturday: Jorge Lopez vs. Alex Cobb Sunday: Thomas Eshelman vs. Patrick Sandoval,0
10964,13246,"As the second half of the baseball season begins, we recognize the Hall of Famers we have recently lost with this remarkable tribute that aired during the All-Star Game at Coors Field.  https://t.co/xjm61s8q3d",0
10965,716,"“I’m blessed to be in San Diego,” said Manny Machado, who, in a different universe, might be a Phillie. “Sunshine, great fans and great people. I’m grateful to be where I’m at and looking forward to what the future brings.”  In SD, the feeling’s mutual.  https://t.co/UbCeafJtwu",0
10966,7043,@ryanset094 I never said stupid,0
10967,5411, https://t.co/KJDGtJGaKm,0
10968,6195,Seth...,0
10969,7772,1-2-3 first for Mills on eight pitches.,0
10970,13201,GIANNIS IS UPON US  #FearTheDeer via @NBA  https://t.co/uYRktcfGUk,0
10971,8885,"The Orioles lost to the Blue Jays, 5-2. Ryan Mountcastle homered and walked. Dillon Tate struck out five in two perfect innings. They are 24-54.",0
10972,3247,"Cobbtuse, rubber goose, green moose, guava juice   📺 @BallySportWest  📻 @AngelsRadioKLAA   #WeBelieve  https://t.co/DBkivNX5I0",0
10973,13411,"Shohei Ohtani on Babe Ruth: “Obviously, I’ve never seen him play live.”",0
10974,12700,@Dodgers Keep it classy you guys.,0
10975,5136,"Win free Yankees tickets! For a chance to win, tag @Yankees and use #BudLightStimmyTix and #sweepstakes.   Official Rules:  https://t.co/8n33FPbj1j  https://t.co/m7Bv8Km9Mg",0
10976,7678,"@BobHeathcote @AM570LASports We are fully operational, now!",0
10977,8622,"@stephbelding I need pants with slightly more room, but exactly that much stretch.",0
10978,14683,"Also, something I just noticed. Rudy Martin has a better wRC+ at AAA Omaha (165) than he did with AA Northwest Arkansas (160). He’s run a BABIP over .400 all year so. Take it with a block of salt. His BB/K has been consistent, though. As has his ISO.",0
10979,7656,"#Dodgers are considering different options because of the weather. Gonsolin may not start the game and they may go ""opener"" because potential interruption from the rain.",0
10980,13949,"Get off my plane from Denver, and immediately someone starts chanting, “Here We Go!” I love this damn city so much.",0
10981,7497,@bob_surfer Ok nbd,0
10982,6420,"The Cubs fell to four games behind the Brewers tonight.   The last time they were four games out was May 15, when they still had a losing record.",0
10983,7327,@JohnMamola Hmm...who could you be talking about??  https://t.co/qFWp1rfHX8,0
10984,1371,The Padres are recalling Nick Ramirez and Mason Thompson. This will be Thompson’s first call-up. The 2016 third-round draft pick has been closing games for El Paso.,0
10985,10526,"The Orioles are the first team to issue 9+ walks in back-to-back games and win both in almost three years, since the Braves on Sept. 8-9, 2018. (h/t @SlangsOnSports )",0
10986,7391,A recap of the #Rays 8-1 win over the #Indians in the matinee of Wednesday's doubleheader.   https://t.co/ARHD3s0TP3 via @SaintPeteNine,0
10987,5383,"FINAL/8: Mets 4, Brewers 3  WP: Edwin Díaz LP: Brent Suter  📰 José Peraza tied things in the seventh before Jeff McNeil hit a walk-off, two-run single in the eighth.  📊 Record: 45-37 📈 Streak: W2 🏃‍♂️ Pace: 89-73  Next: July 7 vs. MIL, 7:10 p.m.",0
10988,1963,@HoldBackTheNite Doesn't everyone?,0
10989,3119,"We found a great Burger joint in Detroit. Congrats, Jake!  https://t.co/R1P9e0qQoL",0
10990,1472,Ahem. Now all Trea Turner needs is a double and triple. It's the second inning.,0
10991,14325,"Another day, another homer for Triston Casas of the @PortlandSeaDogs.  https://t.co/VsNU488HBX",0
10992,11625,"@Ken_Rosenthal @TheAthletic Red Sox fans, rejoice.",0
10993,9871,It’s a bullpen game entering the seventh with the score tied at three.  It looks like Josh Osich is throwing in the Reds bullpen.,0
10994,2219,"Joey Votto delivers a go-ahead, two-run double into the right-field corner. #Reds lead 2-1.",0
10995,3027,"Vaughn smashes a ball right past Donaldson at third base, and it sounded like the ""Jaws"" theme briefly played? Hard to imagine it would have been the intro to whatever Gavin Sheets' unidentifiable walk-up music is.",0
10996,13531,El Tri coming up on FS1  https://t.co/8Bew9HZNio,0
10997,14161,"Mariners fans, meet our first-round pick, @hford_13 🤝 #SeaUsRise  https://t.co/01ldMdvDrO",0
10998,10993,Rangers will wear powder blue uniforms with regular blue caps on Sunday. The caps will be adorned with blue ribbons in honor of MLB’s Father’s Day tradition of prostate cancer awareness. Roof at Globe Life Field will be closed on Sunday.,0
10999,3095,Headed to Denver. Your 2021 White Sox All-Stars! ⭐️  https://t.co/GBLe1khIrD,0
11000,6920,"""My job when I’m out there is to not have Buster come in the game.""  Curt Casali did his job. And after four strikeouts and with a tight back, he did plenty more.   https://t.co/Jv1wmPp3PY",0
11001,261,"Yordan Alvarez now has five homers in five career games against the Orioles, the team he debuted against.",0
11002,12912,"Cora said it’s likely that Marwin Gonzalez, who aggravated a hamstring in 2nd inning and had to come out, will need an IL stint this time.",1
11003,5313,"@HouCounterplot Not sure I was paying attention to that whole thing as it was unfolding, so you may have to do it for me. Do I get a t-shirt or something?",0
11004,655,There will be a reassessment of the weather situation at 4:30 PT.,0
11005,9848,"On this date 10 years ago: Derek Jeter became the 28th player in MLB history to amass 3,000 hits. He collected the milestone with a third-inning home run vs. David Price, part of a 5-for-5 day.",0
11006,2735,"1st pitch single for #Rays Margot, 1st pitch double play grounder for Arozarena, 3rd pitch popout for Franco. Easy 1st for #Indians Allen, an IMG Academy product",0
11007,4612,@TroutaniSzn Pretty unsafe to just let a crazy person run around on the field as security lightly jogs after him.,0
11008,15314,What a goddamn idiot.   https://t.co/c7LCquuqoc  https://t.co/YxyPVqUPof,0
11009,11888,The Astros have placed IF Carlos Correa on the IL due to health and safety protocols and recalled IF Taylor Jones.,1
11010,6187,"@Mike_Callow No, I'm saying he will go if he is selected, whereas some guys opt out of participating in the week, etc.",0
11011,10683,It sounds inconclusive. The call has to stand.  Oops. Covered too much baseball,0
11012,14057,Winker wearing Joe Morgan jersey on purple carpet in honor of the #Reds HOF 2B. Says he called family and asked permission.,0
11013,7205,"After a key homer and another triple play, the Yankees head home on a winning streak  https://t.co/kRHKX8WCgH via @northjersey",0
11014,275,"Also, there’s a chance that the pitching matchup for the finale of the Astros-White Sox series will be McCullers vs. Keuchel. 👀",0
11015,10721,"The Nationals, believe it or not, still lead this game after 4 innings.",0
11016,9205,"Look out, @elpotroalberto! #SalvySplash incoming! 😜  #TogetherRoyal  https://t.co/qF8EcZzmPs",0
11017,4915,"UPDATES: Odorizzi solid, Correa homers as Astros down sinking Indians  https://t.co/w52yq5nuTr",0
11018,11927,"Marco Gonzales has surrendered his first hit and run of the game to his first batter, David Fletcher, who hits a 361-foot shot on a fastball at the top of the zone.  That's Fletcher's first homer of the year.",0
11019,8639,"Rafael Dolis will go to AAA tomorrow for a rehab assignment.   Ryan Borucki has a live BP scheduled for Tuesday, then a rehab assignment will come following that. #BlueJays",1
11020,11863,@FishArmy305 Vanilla was down for a bit no swirl. Still solid.,0
11021,13113,My guy watching all these PNRs leading to open shots  https://t.co/mwJ7XJthhU,0
11022,10462,Opted against popping up to Wrigley to write a little Brad Miller story tonight and really enjoying the scope of my choices.,0
11023,11399,Andrew Benintendi just hit a two-run homer in the bottom of the eighth. Was crushed on the first pitch. It's 6-3 Reds.,0
11024,2443,@arnaoutleen Wow. Love this energy.,0
11025,2963,There's no place like 🏠.   A new episode of our YouTube series is out now!,0
11026,12591,"The Cardinals looked like they were going to get no-hit. Gausman was dealing. San Francisco’s defense was spectacular.   What unfolded, then, was the spark that the offense has been looking for  https://t.co/rB9P4q3CFR",0
11027,5818,Astros owner Jim Crane came down to greet Gary Pettis upon his return.  https://t.co/LPpKsAKtxh,0
11028,3756,Looks like there’s a decent chance of baseball this afternoon in the Bronx after all…  https://t.co/dNaBV0KebN,0
11029,4526,"The #Rays are back in action tonight, opening a three-game series with Toronto in Buffalo:  https://t.co/lZsbgUXeRX",0
11030,8688,"#BlueJays George Springer is scheduled to meet with the media today at 2:45.  It's either because he misses us, or because--",0
11031,1623,"#Brewers INF Luis Urias has shown more and more pop as season progresses: .365 SLG in April, .390 SLG in May and .510 SLG in June. Has hit 10 HRs in 285 PAs after hitting none in 120 PAs last season.",0
11032,11440,"There is a deal in the works between the Royals and Nationals for Alcides Escobar, a source told The Athletic. @dougherty_jesse was on it.",0
11033,10715,"@giantsfan2923 Anthony Rendon made his MLB debut in 2013. Not sure who this ""starsburg"" guy is, either.",0
11034,11759,@SimonLegorowicz you're wrong,0
11035,2880,@SHeathcoat  https://t.co/ILwrw6e3xH,0
11036,1495,Dave Martinez says the Nationals have talked to Alcides Escobar about playing first base in a pinch. Nature is certainly healing.,0
11037,13000,This....,0
11038,6389,Clarification: Gushue DFA’d,0
11039,14056,"Podcast: Dick Williams joined me on @700wlw Sports Talk 📍'21 #Reds 📍What he's up to  📍Draft process 📍 India, Stephenson, Lodolo, Greene.... 📍International signings 📍Trade deadline 📍Castellanos and more  https://t.co/TR6RGgUzE6  https://t.co/HgzfqLgiyQ",0
11040,14399,Mic Liam Hendriks for the rest of the season.,0
11041,9555,"""It was nasty out there. It's slippery, it's windy. Wind's blowing everywhere. That's why Ryu deserves a lot of credit. It wasn't easy to pitch like that.""  https://t.co/KMj15sEs43",0
11042,9243,"Nine pitches, three outs in order for Logan Gilbert to start this game",0
11043,8082,"Looking forward to the Mets' draft, which begins this Sunday night:   https://t.co/A8WUF3pUEo",0
11044,6346,Cory Abbott recalled from Iowa.,0
11045,2577,Someone just defied gravity while playing shortstop for the Padres.,0
11046,5231,"This is far-too-early tea leaf reading -- we don't even know Gallen's diagnosis yet, much less the prognosis --  but it's going to be all the harder for the Diamondbacks to convince themselves to trade a Merrill Kelly or Caleb Smith if Gallen is out for a while.",1
11047,13263,CAN YOU BELIEVE IT?!?  Me and my best friend Shohei Ohtani.   You gotta check out this week’s ASG special episode and hear how it all went down and everything we got this week!!  https://t.co/DHCSxoN1HZ  https://t.co/wogh5RYGdE,0
11048,11708,Good evening from Miami!  @FreddieFreeman5 | #ForTheA  https://t.co/e250IDjc9v,0
11049,10926,John Hicks is the first player in franchise history with 4 homers in his first 4 games with the team. Last in MLB was Jay Bruce with Philadelphia in 2019 (4 HR).,0
11050,8704,@jose_briseno620 @tbzill You're gonna be shocked when you find out the Giants' bullpen has the third-lowest ERA in the majors.,0
11051,4610,Max Stassi is a triple shy of the cycle.,0
11052,14499,...delays 🙄😑,0
11053,10614,Eduardo Escobar to the White Sox was close a couple times over the past few weeks but more teams getting involved contributed to the delay. It may still take awhile for something to happen with some team.,0
11054,14480,"RedSox tonight: Hernández 2B, Verdugo LF, Martinez DH, Bogaerts SS, Devers 3B, Renfroe RF, Duran CF, Vazquez C, Dalbec 1B and Rodriguez LHP.",0
11055,3134,🎉  https://t.co/N6B7SFQOz0,0
11056,14730,Padres about to work out.  https://t.co/qM24NNf42K,0
11057,13627,All the way turned up at @ChaseField. 🔊  Keep bringing the energy @Suns fans! #RallyTheValley  https://t.co/YE9CfQr1ZZ,0
11058,3421,Starting at first base for the 2021 National League All-Star team: @FreddieFreeman5!  https://t.co/nZabmKvznT,0
11059,3553,"Eric Haase's pinch-hit homer was the first for the Tigers since September 28, 2019 at Chicago (AL), when John Hicks homered off Alex Colomé in the second game of a doubleheader.",0
11060,14055,Up next: The Hall of Famer and the First Lady.....Marty and Amanda Brennaman have put down their golf clubs and pulled off their road of travel to join me for the hour. Let's go! 🎧  👇 LISTEN  https://t.co/dNBZrsyCrN  https://t.co/kCIOeNJRpG,0
11061,10437,And now to the #BagPhone and I won’t even guess. Seemed like Heyward would probably have caught it but it’s hard to say that for sure.,0
11062,10270,Swedish Fish,0
11063,8566,"#Cubs prez Jed Hoyer:  ""Eleven  days ago we were certainly fully on the buy side of this transaction, and everyone was calling about that. And now obviously people are calling to see which players are available.  ""Life comes at you fast.""",0
11064,5288,Astros 3b Alex Bregman to the Injured List (left quad strain); C Garrett Stubbs called up.,1
11065,2827,@ZachBallenger I'd just be wildly speculating at this point.,0
11066,10513,Also looks like Maikel Franco injured himself on the game's final play.,1
11067,15098,"Madonna’s ‘Madame X’ Documentary Lands At Paramount+, Gets October Debut  https://t.co/Zg07DErQAd",0
11068,10766,PRAISE JESUS!!!! WALK-OFF HOMER!!!   #JuntosMiami // @budweiserusa  https://t.co/8rTQB4fIFb,0
11069,12206,Nationals announce that they have taken Andrew Stevenson off the IL and optioned him to AAA. Right now they have Gerardo Parra and Yadiel Hernandez as backup outfielders.,1
11070,4968,"Jam du jour: ""In God's Country"" by U2.  4 years ago tonight, FirstEnergy Stadium. Time.  https://t.co/bYYg7WSuhc",0
11071,15705,Half expecting Kane to emerge from these fountains  https://t.co/zJbYAO7rdw,0
11072,6380,@craigcalcaterra @joe_sheehan The JFC,0
11073,5836,"@leslieemullin @chuxway The outrage of “FANS HATE US” is dumb. They got the starters right. Fan voting isn’t the best, but for a sport that desperately needs attention and engagement from anyone, it’s needed. And like you said, starters don’t matter. All-Stars are All-Stars no matter when they come in",0
11074,12861,"Ben Cherington says Ke'Bryan Hayes and Jacob Stallings are just scheduled off days.  Says that Polanco, Tom, Moran, Evans are progressing well.  Evans and Tom have both ""initiated baseball activity"" in Pittsburgh.",1
11075,5980,Rafael Montero's ERA: 5.67 Rafael Montero's xERA: 3.19 Happy Saturday everyone!,0
11076,12372,"Reds' defense is saving Miley in the seventh. Peterson leads off with single but Winker throws him out at 2B tying to stretch it. After bloop double by Hiura, SS Farmer goes deep in hole on bouncer by Pina and throws him out with Votto making scoop.",0
11077,7565,"And that's your ballgame, #Rays beat #Indians 8-1 in 1st of 2 7-inning games. Game 2 starts in about 30 minutes. #Rays have won 3 in a row and are 50-36",0
11078,14109,Lunatic closers should be mic’d up every game. Screw the FCC.,0
11079,6223,Gregory Soto walks Joey Gallo with the bases loaded and one out. Tigers still lead 5-3 in the eighth inning. John Hicks steps in.,0
11080,6435,Rizzo strikes out twice to end top of first.,0
11081,9235,Say it with your chest.  #VoteSalvy:  https://t.co/070UMeFe3q  #TogetherRoyal  https://t.co/HLkKcSw4TC,0
11082,11818,"Tyler Stephenson has started against most lefties this season. Coincidentally, Wade Miley has only pitched against right-handed starters until tonight. So Tucker Barnhart caught Miley. A lot.   Tonight, Barnhart will make a rare start against a lefty pitcher with Miley pitching.",0
11083,9984,"@AndrewSundberg3 I wasn't making any such judgments, just stating fact: Marlins have a 6-4 record vs. Braves, and Marlins just took three straight from the Dodgers.",0
11084,12047,Gimme five.  https://t.co/5ss6TOyueP,0
11085,12293,@cdgoldstein Craig why is all of baseball happening at once?,0
11086,15026,Should Trae have gotten a spot on Team USA? 👀,0
11087,13191,Giannis has been a Greek hero in the #NBAFinals. #FearTheDeer #BucksInSix  https://t.co/DoTmZhI4Sd,0
11088,14884,Photographer Age: 8 Euribiel Angeles Hit Streak: 21  #KidsinCharge  https://t.co/DABZxivx3S,0
11089,3733,Few better stops on tour than this one. Always terrific to be back…  https://t.co/rnsMhDpUba,0
11090,11241,"Certainly a recent history of some success for García, who owned a 3.63 ERA as the closer for the Yankees' Triple-A affiliate to now. Also put together a 3.40 ERA in 155 games from 2015-17 for the Phillies  https://t.co/jgvbjprzEj",0
11091,1952,"In a big week for Mars' Bednar brothers, Pirates reliever gets 1st major league win  (Via TribLive)  https://t.co/33dvpUSIis",0
11092,15303,"#OTD 19 years ago, Ken Huckaby becomes the first catcher in Toronto Blue Jays' history to hit an inside-the-park HR.  He hits it off Orioles RHP Jason Johnson in the second inning in the Blue Jays' 7-1 win at SkyDome.  More details in the game report below.  #BlueJays  https://t.co/XJ22xf32ob",0
11093,13595,Prediction:  The #Yankees' will win 6+ of their 8 upcoming games against the Red Sox.,0
11094,11838,@goldieonice @MiamiDolphins @CBSMiami Well deserved. Congratulations.,0
11095,12719,"@2livestu No, I'm not writing that when there's no indication the Braves are giving up on the season.",0
11096,380,@jjak60 I can't,0
11097,2740,"#Indians lineup vs. #Rays, with Tampa Gaither product Oscar Mercado in CF:  https://t.co/fvVLO8zpQF",0
11098,6705,"Ronald Acuna Jr. two-run home run off Zach Thompson.  #Marlins are down 2-0 in the third.  Charlie Morton, the pitcher, singled in the at-bat before Acuna's homer",0
11099,12859,Now OF Josh Reddick is coming in to pitch for #Dbacks vs. #Dodgers.,0
11100,9192,A bloop and a blast.  #TogetherRoyal  https://t.co/iBZo6VcNWQ,0
11101,12704,"“My goal coming into this season was to finish here, but I never expected it to come this early."" -Tylor Megill  Another day, another split doubleheader. More on a long day of baseball in Flushing:  https://t.co/mVX25pinJt",0
11102,4646,*one out in the fifth. heh.,0
11103,12092,"#DodgersWin!   FINAL: #Dodgers 5, Nationals 3  https://t.co/6nfI3klRDD",0
11104,15079,Antonio Banderas Joins Harrison Ford in ‘Indiana Jones 5’  https://t.co/YHnJhmpB36,0
11105,6159,Alcides Escobar makes a sweet play in the 1B/2B hole to help Patrick Corbin get out of this. But his pitch count jumps to 25 before the inning is out.,0
11106,133,"Jonathan Villar will likely be activated in between games today. “Big chance he starts the second game,” Luis Rojas said.",1
11107,9053, https://t.co/rUu6o0PzYp,0
11108,3293,#27 for your new MLB home run leader!  https://t.co/JujH3bSg5K,0
11109,2916,Eric Haase RBIs: 6 White Sox: 5  https://t.co/pcHSJAokWc,0
11110,6326,Dave Roberts said he was hopeful it would be a short stint for González.,0
11111,9934,Here is today's #Cubs starting lineup.  #CubTogether  https://t.co/CKTk72qZYK,0
11112,534,"Ok, so Schwarber:  -Now has the most HR by any Nats player in any month in team history, with 14 -Now has 6 leadoff homers in 17 games in the leadoff spot -Now has 14 total homers in his last 17 games   That’s all very good. #analysis",0
11113,8580,@smbrms Cmd-QUIT,0
11114,6309,"Tony Gonsolin’s day is done. His best outing of the year so far. Great performance.  5.1 IP, 2 H, 0 R, 1 BB, 3 Ks,72 pitches, 28 CSW%. His ERA is 2.11.  Jake Reed is on for his big league debut.",0
11115,6503,"Avi Garcia is robbed of bloop hit to center by charging, diving catch by Nimmo to open 5th inning. But there is no robbing Jace Peterson, who follows with a home run to center off deGrom. Peterson has been something the last few weeks for #Brewers, who take 2-1 lead.",0
11116,3519,The Red Sox will face a big challenge tonight with Shohei Ohtani on the mound for the Angels. Here are your lineups:   https://t.co/fCcdvkICR6,0
11117,2613,"Another errant throw, this time by Lowe, prevents a double play.  Cleveland may be just a .500 ballclub, but keep giving them extra outs and they'll keep scoring runs. #Rays #Indians T7",0
11118,3114,Did Gavin Sheets homer tonight?  👇 Yes                  No  https://t.co/PZdWRs6rZK,0
11119,12956,Raise it.,0
11120,571,"Bryce homered off Max in their first battle tonight.   Max strikes out Bryce on a cutter down and in to end their second battle. After the K, Bryce shouted out at Max, “What a pitch!” He then winked at his former teammate.   Good, clean fun.",0
11121,234,@kozy_bbq  https://t.co/sTAgOSHvRj,0
11122,3863,Umpire makes Gregory Soto change his glove. He is still out there for the ninth inning.,0
11123,183,"Tylor Megill has a ""too cool for school attitude,"" says his catcher, James McCann.",0
11124,3238,SHOHEIIIIIII!  https://t.co/HibJu6GCRU,0
11125,12321,Niece,0
11126,3094,"On to the next series!  Photos of the Series, presented by @Walgreens:",0
11127,2607,"Choi gets locked up with a slider for strike three to end the inning, but Diaz gets Tampa Bay that much closer.  #Indians 8 #Rays 7 End 7",0
11128,13230,@JTaillon50 usually spend it hoping no one starts singing or dancing,0
11129,4672,"Tony Kemp said that bunt pop out in the 10th was a ""miscommunication.""  ""That's all I'll say.""",0
11130,2873,"It went on like that for about a minute and a half, and nobody did anything. We all just looked at each other, like “should we be doing something?”  And then it stopped and Uptown Girl started playing and everyone started cheering.   PA announcer just told us it was a false alarm",0
11131,9339,"""He's clearly an All-Star.""  The #Padres are sending more players to the #AllStarGame than any other NL team, but there's at least one clear omission if you ask Jayce Tingler.    https://t.co/Dh3LJGpMxa  https://t.co/AS4TbMhMWr",0
11132,14629,Just some All-Stars in the OF!   #AllStarGame  https://t.co/oiT27WoV9B,0
11133,8517,"@detsportsnation @MLiveSports it was fixed almost instantly, but not fast enough apparently.",0
11134,923,Danny Santana is the 24th man on this roster at best.  Dive for it. #RedSox,0
11135,11270,@KevinJohnikin It's a YouTube game today. You can also find it right on the Brewers dot com homepage.,0
11136,13267,The bad boys of the MLB All-Star Game Red Carpet show @Brett_Phillips8  https://t.co/xw6nZicrf1,0
11137,5086,"Welcome to the Bronx, @TimmyLo16 👊  https://t.co/B84TFzB8dv",0
11138,7689,Clayton Kershaw had a season high 11 K's vs Marlins on May 14th.  Kershaw has 7 K's after 3 IP today. #Dodgers #Cubs,0
11139,2968,.@ehaase3 is just making sure you're still awake!  https://t.co/z985REOnp7,0
11140,13794,MLB's Trade Deadline is two weeks from tomorrow; whose stock is on the rise?  https://t.co/7AHdozJIt3,0
11141,15689,Luis Severino pitched the first four innings of the first no-hitter in Somerset Patriots history,0
11142,12342,"The last time rookie starters went 4 1/3 innings without allowing a hit in back-to-back starts?  I don't actually know the answer, but I'd imagine it's pretty rare.",0
11143,12828,"Gerrit Cole, 9th inning.  https://t.co/Wz1pAICKYk",0
11144,7304,A's are winless in their last six series (0-5-1). Hasn't happened since 2017.,0
11145,12225,I don't play for the Yankees but thanks for following!,0
11146,14266,The @Padres for life.    #TheRiseofElNiño | @tatis_jr  https://t.co/ieVsYQaPSL,0
11147,1306,Story on Brantley's late scratch  https://t.co/kRthNcZYKU,0
11148,5545,2B Ozzie Albies was removed from today’s game as a precaution with tightness in his neck.,1
11149,13682,Ready.  https://t.co/bjSUCDW8t4,0
11150,672,"Lamet's final pitch was a 91.6 mph changeup. (Perhaps it was a fastball and the 4-5 mph drop alerted the Padres to an issue??) Velocity on FB was down only slightly otherwise.  Went 81 pitches in last start, had been trending up.",0
11151,14711,@mikealexbolling 💰💰💰,0
11152,6033,@9000Riot catch this mute  https://t.co/hVTD0dVhry,0
11153,15126,"Jacob Porter said he loves to use his speed to get around a lineman or a blocking back, and he doesn’t mind making a hit reminiscent of his father, former #Steelers all-pro linebacker Joey Porter.   https://t.co/SMJDiT4byU",0
11154,5695,"@Mptness4 They expect him to participate in Spring Training, so a gradual progression from when he can pick up a ball (three months from surgery) until then. Ng said winter ball wouldn't be in his future.",1
11155,1886,"Pirates manager Derek Shelton said that LHP Steven Brault was only with the team for the weekend and is back in Florida, expected to start his rehab soon (weather permitting).",1
11156,11114,Max Scherzer will have a 3-0 lead before even taking the mound.   Trea Turner with a solo homer and Yan Gomes with a two-run single.,0
11157,3231,Shohei Ohtani becomes the first player in MLB history to be named an All-Star as both a position player and a pitcher 💪  https://t.co/7ghmh5gUE5,0
11158,527,"Just chatted w/ former Nat Daniel Murphy, who had that epic 2015 run of 6 straight playoff games w/ a HR. Asked him his take on his former Cubs teammate Kyle Schwarber’s insane HR barrage.  “Yeah, they should pick a fight with somebody else right now. Like, don’t pitch to him!!”",0
11159,21,"Pete Alonso has two home runs in his last four at-bats. The latest was a two-run shot off one-time Met Darren O'Day.  Yankees 3, Mets 2, top four.  https://t.co/51BdqdjXHX",0
11160,4534,@NetcoRecruiter once you're sent down you can't come back for 10 days unless it's for an injured player.,0
11161,211,@RoundRockTim Update?,0
11162,14612,Wink pays homage to a legend. 🙏  https://t.co/qwDY8TG2D7,0
11163,4291,"Lotta strong defense from the Nationals so far tonight, helping Fedde get through 3 scoreless on 45 pitches.",0
11164,9032,"Inside Tucker Barnhart’s big defensive play in the #Reds’ win vs. Royals yesterday, throwing out a runner at 3rd on a back pick. “We talk about it a lot.”  https://t.co/fxn6K2mvrp",0
11165,2838,"Adolis García almost did his patented extra-innings finishing move but instead it died on the track, and we go to the bottom of the 10th inning, 404",0
11166,453,"Moments after a ""Let's go Yadi"" chant breaks out *at Coors Field* he shoots a single up the middle to score Carlson.   And, bc you're prob gonna need more than one in these extra-inning situations, Tommy Edman tacks on another one with a single of his own.   Cardinals up, 5-3.",0
11167,9462,@jay_jaffe Even if they agree on it -- like they do the DH -- it's going to be used by one side as a bargaining chip anyway.,0
11168,11808,This is a big-time game from a big-time pitcher in Wade Miley.  He has set the tone with six shutout innings as the Reds lead the Brewers 1-0.,0
11169,15317,BREAKING: Rhys Hoskins made an athletic play in the field!,0
11170,14122,"Brian Cashman: ""We have 3 positives and we have 3 pending.""",0
11171,445,@MannyOnMLB This is a fantastic shot!!,0
11172,8759,"Andrus looked uncomfortable in two strikeouts against Luis Garcia. He hit the second pitch he saw from Cristian Javier 406 feet, 106.4 mph EV.",0
11173,539,"It was 1-1 to the top of the 6th. Four batters later, it’s 5-1 Nats. Walk, homer, single, homer.",0
11174,1161,@RySheeds Yes my bad,0
11175,6077,Rizz and KB return to the #Cubs lineup tonight in Cincinnati!  #CubTogether  https://t.co/pTkoptMnNe,0
11176,15590,The Orioles have placed Anthony Santander and Keegan Akin on the injured list and recalled Ryan McKenna and Alexander Wells from Triple-A Norfolk.,1
11177,7082,The #Rays Taylor Walls with a broken bat single to left for a 1-0 lead in the 2nd.,0
11178,14871,Current mood. Happy Thursday!  https://t.co/dAdbTwVkU0,0
11179,5925,"I'm sitting here watching this Yankees-Mariners game (the Yankees are winning 12-1). Here's something I've been wondering, friends. Whatever happened to Harvey Danger?",0
11180,1302,"@PBrennanENQ Damn, why're you there when I'm on the road 😩",0
11181,13350,"Some players have experienced COVID-19 symptoms but otherwise are feeling “pretty well,” Boone said #Yankees",1
11182,8835,"With the Orioles losing 10-2, Kelvin Gutiérrez is playing third base. I have to believe cash considerations will never play for the Royals, so Orioles win the trade.",0
11183,15355,Edging closer.  https://t.co/STRdwCij3s,0
11184,10805,"@yvngtxy in a second, he's celebrating",0
11185,4969,Sounds as if #Indians will activate both Franmil Reyes and Roberto Pérez on Saturday.,0
11186,11304,"@ToothTakei 400,145,687,988. Adam McCalvy",0
11187,14094,Ray Romano relives hitting his cousin @ChrisCoteDKings with a tee shot. Full interview now available 🏌️‍♂️ ⛳️  https://t.co/321v8dQepT ⛳️  https://t.co/2MdaM3y5jA  https://t.co/shFsZbODsW,0
11188,15178,Study: Boosting Ohio walking and biking could save billions  https://t.co/iP9cHE6JLJ,0
