,index,clean,injury_report
8170,12491,At point season I remember life What day week Thursday apparently How far trade deadline two weeks Who IL Yankees lot guys My personal limits caffeine consumption,1
8171,2734,Kyle Hendricks ERA last starts CubTogether httpstcotFJiZWguX,0
8172,4666,bhoffman httpstcoUAyQGaxmu,0
8173,5261,Richards final line IP H R ER BB K pitches strikes Threw sinkers nearly third number sinkers threw last season,0
8174,1452,Stupendous save,0
8175,6923,Josh Donaldson pops Liam Hendriks start ninth gets quite booing leaves field close series The negative feelings toward Twins third baseman limited folks stands httpstcoBmDbxvChL,0
8176,2599,Pitching shutout amp heading Anaheim httpstcoLQKlQRwHa httpstcoduWOiuFNuD,0
8177,4035,Game Independence Day Double Header SquadUp httpstcoyNAUQgPUyI,0
8178,2133,The Paralympics began Tuesday empty National Stadium pandemic opening closing ceremonies recently completed Tokyo Olympics httpstcoTYoQbOrvY,0
8179,9006,FreyerB And Meadows bobblehead moved game vs Baltimore,0
8180,7370,SeeYouSoon I back httpstcoVADlwJrfO,0
8181,5692,SportsAngle ijustreek,0
8182,13471,Chiefs guard Laurent DuvernayTardif weeks hand injury httpstcoWycldmYpD,1
8183,8019,Dukielang king,0
8184,10680,Josh James Astros Cleveland today throw bullpen session front staff presumably resuming rehab assignment higher level Low A,1
8185,8771,Pavin Smith homers Its,0
8186,966,This seems relevant every new level baseball hell Cubs pass midseason descent NL Central httpstcoALNyrStNI,0
8187,3366,I tweeting repeatedly game including one like minute ago try hitting refresh button something device And thanks follow,0
8188,1125,Royals lose A run th Reds difference one win th straight The KC offense back back run games combining runs previous games The record,0
8189,14056,Danny Santana playing another rehab game Portland today tworun homer far Hes playing first expected play nine innings Wouldnt surprised rejoined Red Sox Monday Tampa,1
8190,11339,Terrible news Trevor Rosenthal undergo hip surgery Tuesday repair torn labrum He miss season,1
8191,8589,Cubs sign catcher Robinson Chirinos oneyear deal He active tonight,0
8192,3296,Red Sox called Duran expectation stays said Cora,0
8193,7989,Kiermaier doubles leftcenter Lowe gives Tampa Bay lead tworun blast Brandon homers year retaking team lead BlueJays Rays B,0
8194,9869,Folks menchies good today,0
8195,10821,Stassi took foul ball mask shaken staying game checked trainers,1
8196,7929,johnjf Lee Elia called something else,0
8197,4858,CardinalHistory malperstl Great beer Good food Fun ballpark Nice fans You blast Happy answer questions,0
8198,2018,No No TogetherRoyal httpstcoGGzzQFcBK,0
8199,14165,TrinityYork Catholic football game canceled due COVID httpstcoCpihWvlRp,1
8200,5884,Its experiment,0
8201,4754,Ben Verlander Shohei Ohtani BEST GIF EVER httpstcoGXxGEsKmi,0
8202,7840,Braves lineup vs Nationals Albies B Soler RF Swanson SS Riley B Duvall LF Adrianza B Pederson CF Smith C Fried P,0
8203,2747,SDekelaita yes,0
8204,10643,extrabaggs Right No authentic Josh Osich jersey I spotted weeks ago,0
8205,10008,benvarela Thanks support Ben,0
8206,11188,José Devers begin rehab assignment TripleA Jacksonville tomorrow Marlins,1
8207,9995,bigbostonbass Hi Brad At time info rescheduled contest would played If changes regards status tonights game sure let know,0
8208,12592,Jazz Chisholm Jr leaves MarlinsPhillies series finale apparent left shoulder injury Well update know httpstcoXLvRzfxgdp httpstcobRsJoNLx,1
8209,12972,PoeticLicencedk Hes hitting IL month,1
8210,3111,Braves said pm restart looking like shall case,0
8211,2816,Yuli Gurriel postgame Zoom SOS Cuba written cap He said country really suffering Astros large Cuban contingent supporting percent,0
8212,5614,lindseyadler The nerds ruined game Lindsey Dont ever forget,0
8213,5991,Cubs Phillies And twelfth night ended MLB httpstcozSxtKxpfYe,0
8214,7816,Nico Hoerner returns Cubs starting lineup CubTogether httpstcoOfxBRGZX,0
8215,6358,With nobody Harper squared around bunt strange enough pitch deGrom appeared hit left shin area httpstcoQWOowe,0
8216,1451,Following today game Tigers optioned RHP Alex Lange Triple A Toledo A corresponding move made prior tomorrow night series opener Seattle,0
8217,7675,Patrick Kivlehan epchihuahuas Team USA,0
8218,12189,For LHP Clayton Kershaws MRI test results news another back injury RHP Jimmy Nelson look potential lowrisk secondhalf rotation candidate Cole Hamels starting lineups ingame updates check Dodgers live blog httpstcoQOEeBPlSX,1
8219,11480,The Reds today returned rehab assignment reinstated day IL optioned TripleA Louisville IF Max Schrock Additionally minor league OF Darlin Guzman traded Blue Jays complete Jan trade Reds acquired RHP Hector Perez httpstcoPkYGyFhTB,1
8220,13121,This truth It also important reminder even circumstances unlike Hill injured lot early development linear oftentimes offensive impact final thing come players Plus still best prep OF defender I ever seen,1
8221,9716,Baseball,0
8222,13038,Cody Bellinger left game left hamstring tightness Bellinger last IL stint due left hamstring strain Dodgers,1
8223,256,Gallo MLB player homer straight games season Last Ranger HR games Mike Napoli row HR Is rd franchise player HR games joining Josh Hamilton twice Frank Howard times,0
8224,6494,The Diamondbacks Roster going bitch Sporcle quiz years,0
8225,7927,Shohei Ohtani pace HR The complete list MLB players HR seasons Barry Bonds Roger Maris Mark McGwire Sammy Sosa Babe Ruth,0
8226,12754,Tonights IronPigs lineup vs WooSox Daniel Gossett Marchan C Maton SS Vierling RF Moniak CF Cordell DH Hall B Listi B Tilson LF Guthrie B Anderson RHP rd rehab start somewhere pitch limit,1
8227,7075,FabianArdaya italianamerican middle infield accord unaware fabs,0
8228,1310,No surprise umpires requested speak pool reporter postgame,0
8229,3656,DJ LeMahieu happy Kendall Graveman pitching inside There staredown took first base final Aaron Judge stayed near mound Mariners shook hands Yanks dugout came onto field It weird,0
8230,13916,Antone hurting Trainer He done Man Reds,1
8231,4114,The coolest thing AllStar Game everyone wearing team jerseys These awful,0
8232,5567,Art Warren thrown wild pitches inning checked trainer mound,0
8233,5439,Look I going keep sharing story I guarantee going brighten day httpstcoZcQwTGURZ,0
8234,8449,Thats We start road trip last games httpstcoKJhQHSD,0
8235,2518,BirdlandMlark Wish I kind insight,0
8236,8412,CAN YOU BELIEVE IT Me best friend Shohei Ohtani You got ta check week ASG special episode hear went everything got week httpstcoDHCSxoNHZ httpstcowoghRYGdE,0
8237,6978,Louisville Bats starter Michael Mariot got first ever Minor League hit It home run Liberatore one best pitching prospects game You got love Minor League Baseball,0
8238,11497,drinkMax I mean plays would tough gets proper read ball bat Fear idea Execution measurable means Injuries issue well,1
8239,2318,Wade B Yastrzemski RF Flores B Dickerson LF Crawford SS Solano B Duggar CF Tromp C Cueto P,0
8240,2581,Just picture Phil Nevin playing shovel left near third base grounds crew member httpstcoOIoPVJO,0
8241,1308,Johannes Santillan starter long could beneficial get reps bullpen first,0
8242,4900,Another Royals win Twins final Danny Duffy allowed runs innings Hunter Dozier RBI Edward Olivares RBI st homer year Michael A Taylor amp Hanser Alberto w hits Scott Barlow save The record,0
8243,9617,Longest MLB shortstop singleseason errorless streaks last seasons Kevin Newman Jhonny Peralta Jimmy Rollins Mike Bordick via StatsBySTATS Newman owns NL record longest SS errorless streak begin season,0
8244,10007,And exactly Derek Shelton decides many options Oliva RF Gamel B Where Wilmer Difo need,0
8245,5940,Matt Barnes thrown curveballs without allowing home run year Vladimir Guerrero Jrs gametying shot ninth tonight,0
8246,384,coachmarkwright Thanks Mark Much appreciated,0
8247,3865,Rhys Hoskins snaps solo homer Phillies lead sixth,0
8248,2178,With two outs nobody Eric Haase absolutely willing take hack Based way Rene Rivera setting Indians knew Still Logan Allen grooved one Haase drove feet bleachers Tigers th,0
8249,11712,Posey scratched tonight game lower back tightness New lineup coming shortly sfgiants,1
8250,7572,Cristian Javier warming,0
8251,3720,A tworun homer enough yesterday Machado adds threerun homer Padres th career multihomer game Machados season,0
8252,11303,Assuming Rays Collin McHugh perfect innings opener run allowed innings since coming IL,1
8253,9892,Marlins scoring position consecutive hits Cooper single else Duvall double,0
8254,204,Today Espinos scheduled bullpen day made available pitch relief Doesnt necessarily knock mix stay rotation Davey said still waiting see Ross ready start Tuesday vs Marlins If could Espino,0
8255,10193,Introducing TripleA Final Stretch postseason tournament format featuring clubs httpstcotzCNIdw httpstcoyTjXqfiTZv,0
8256,3053,LINEUP TIME Peoples Natural Gas Field AltoonaCurve httpstcoKMToB httpstcoTANattIyf LetsRumble httpstcobqFLwvRx,0
8257,6273,JeffFletcherOCR Ohtani pillow,0
8258,13054,Killorn tells HNIC broken fibula surgery rod inserted last week tblightning,1
8259,9100,MichaelStaropo Hi Michael The game still If anything changes sure let know You follow FenwayWeather updates,0
8260,6281,Carlos Rodón strikes Miguel Sanó get runs board He threw pitches first inning London Calling plays Dont know I,0
8261,3497,JTaylorChris Which means virtually everybody gon na get vaccinated If season ticket holder getting Covid tests go every Leaf game,0
8262,8195,DaleUlland Sleep Everything shining morning,0
8263,12706,DeGrom placed IL,1
8264,340,Josh Bell RBI bases loaded season Nats nd,0
8265,12531,HotStoveCubbies I huge fan TJ surgery After looking like best pen But I hate taking flier,1
8266,7336,This Eric Sogards fourth pitching appearance Cubs last games,0
8267,1286,Sloppy RedSox Unnecessary chance taken Renfroe Devers simply allow ball get Its Phillies rd,0
8268,9302,We score innings tonight OurCLE Windians httpstcopbuTmp,0
8269,6105,Indians second baseman César Hernández made four really nice plays tonight,0
8270,5312,jeremytache thank,0
8271,10863,TheTerrys Lakins day IL opens spot,1
8272,904,At midway point season Astros win pace leading American League West They also losses Rockies Tigers Orioles mess bullpen tired offense httpstcomWWsYGQP,0
8273,12988,Top golfer Jon Rahm forced withdraw Tokyo Olympics positive COVID test httpstcoFjRqLSBoa,1
8274,5154,PHI BOS Final RedSox,0
8275,10005,CodyStavenhagen missed extra point,0
8276,3054,A couple AllStars spotted GABP httpstcoSzavHbSg,0
8277,10299,MichaelBaumann lizroscher Fontenot two errors box score I remember misplaying three four balls That series something,0
8278,1545,ScottReinen They dare I say likable,0
8279,12865,Kevin Cash said C Mike Zunino left hip flexor starting lineup available needed tonight could back lineup tomorrow Rays,1
8280,13973,bkoo No seethey blame NFL Players COVID allowed play want like Jordan lauded flu game No one tried stop HIM playing LIBERALS something something,1
8281,3238,Jake Odorizzi thrown seasonhigh six innings pitches,0
8282,297,Giants lineup finale Poseys back Slater LF Flores B Yastrzemski RF Posey C Ruf B Solano B Duggar CF Dubon SS Long P,0
8283,8521,MichelleBZ Representing,0
8284,378,Matt Shoemaker cleared waivers accepted outright assignment TripleA St Paul He stays MNTwins organization,0
8285,674,Cruz se convierte en dominicano con remolcadas en la historia de Grandes Ligas httpstcoqGamMdiwX zdigital ZDeportes,0
8286,11016,From relievers sport consistently dominant Dellin Betances A shame happened career injuries never able turn dominant years kind contract would coming health,1
8287,13706,Dodgers manager Dave Roberts said everything looked good Julio Urias sim game Hell back rotation days expected,1
8288,11726,The latest Marlins injury updates roster moves httpstcoEyyLatl,1
8289,9799,Chris Murphy earned fourth win season quality start Greenvilles win last night The yearold leftys line IP H ER BB K Murphy currently th SP,0
8290,11670,Anderson also appeared games St Paul season Twins IL blister,1
8291,8013,BegMercy It real better worse,0
8292,10878,Jonathan India tweaked shoulder second base Friday got taken slide Javier Báez The ball came India fell ground preventing inningending double play Reds,1
8293,271,smbrms They settled Nico I would go Clark perhaps time I saw Elisabeth Moss singing seventh inning stretch,0
8294,2960,ChandlerRome RomeAfterDark,0
8295,1443,Imagine quickly would happened backing legit blog,0
8296,5182,Jim Callis I really like Cowser Def CFer One best hitters college I like strategy They saved money later picks compromise talent,0
8297,14201,BkGeo brooklynnets Losing injured losing healthy still lost,1
8298,5898,First two Houston best games Yankees played season imo Clean gritty intense interesting,0
8299,2340,I think Garrett Cooper route right field deked Justin Turner It single ball wall,0
8300,11136,The Sox lost another key cog Yasmani Grandal next four six weeks tearing tendon knee httpstcoujBOUfBFW,1
8301,3598,On MLB Network Dan ODowd asks Marcelo Mayer wants taken MLB Draft Any team,0
8302,1524,Some notes Ohtani possibly pitchinghitting AllStar game might look,0
8303,4750,Pirates OF Bryan Reynolds monster month enough earn honors Via TribLive httpstcofNxiCZwsnp,0
8304,10969,The Tigers reinstated OF Derek Hill day injured list optioned Triple A Toledo,1
8305,161,MichaelPSenger Still room bikes get though right,0
8306,2365,TCollinsDFS Snitker said plans split duties Lucroy Kevan Smith time They optioned Contreras I would expect back soon unless injury,0
8307,9814,ericstephen odds good one tomorrow well,0
8308,6682,From earlier week looking Mets plans No pick draft tonight httpstcoAWUFpUEo,0
8309,6322,Trevor Story Ryan McMahons massive defensive night He amazing He elite eyes I think numbers back He makes every play seems like He fun watch Story said,0
8310,11538,George Springer went playing five innings centre field first game tripleA rehab assignment Tuesday Today DH Blue Jays manager Charlie Montoyo He felt great yesterday He ran bases Ran first base everything went well,1
8311,10839,Corresponding roster move Trevor Cahill goes day day IL,1
8312,8991,bbaumannbc I I ask My bet date stays,0
8313,11129,Indians OF Josh Naylor undergo surgery Friday address multiple fibula fractures ligament tearing,1
8314,6734,orthaheel PippiNatTalking I actually curious earnestly exactly held accountable mean seem hung one,0
8315,8272,Joe Girardi gone best relievers fifth sixth inning bullpen game The lead shrunk one run Rocky road ahead,0
8316,9025,galloszn I know long week wearing th July caps weekend I thought Sunday day today I going get coffee,0
8317,12231,Cora says eight members Red Sox organization contact tracing,1
8318,10242,TFW Otter know Korean would like feast upon delicious mountain pastry httpstcovRkkxPiH,0
8319,189,Joe Maddon describing Shohei Ohtani Supercalifragilisticexpialidocious,0
8320,6362,That nasty slider Bryan Shaw get Correa called strikes,0
8321,2699,Girardi came marching Phillies dugout screaming Let go Essentially telling Max Nats come get,0
8322,6706,Wade Miley going good tonight called strikes Christian Yelich continue called way httpstcoHuGKSgXBeq,0
8323,12601,Injury updates Scott Servais Justin Dunn ish days away throwing mound Kyle Lewis begun throwing began swinging Justus Sheffield lightly tossed today see body felt Kyle Seagers bone bruise shin feeling much better,1
8324,5461,New York Gov Kathy Hochul said state nearly COVID cases previously reported Cuomo administration according Associated Press httpstcozVQKmzH httpstcoguDERlJeO,0
8325,787,PhilsPhighting You buy philliesNEstore,0
8326,2682,The MLBDraft talent across board We asked analysts provide perspective MLBPipeline top prospects continuing trio prep shortstops httpstcoXOQwpEFhc,0
8327,13809,MNTwins Randy Dobnak beginning rehab assignment MightyMussels,1
8328,13710,Francisco Lindor activated early week Luis Rojas said Seems like Mets hoping back Tuesday Giants Rojas said performance staff recommended remaining extra cautious Lindor activated today,1
8329,13983,Broncos practicing Sterns hip Fant leg Boone quad Ojemudia hamstring Marshall ankle Denver,1
8330,7716,Cora said scheduled day Verdugo Will play Tuesday Wednesday RedSox,0
8331,13026,tigerdan Brady wouldnt special doctors pop knee back place like sissy Mahomes He would slid bitch kept playing,1
8332,14020,Zack Britton get elbow surgery next week Dr Neal ElAttrache Said another bone chip UCL looked surgery Not necessarily Tommy John situation UCL damage says No timeline recovery,1
8333,1826,Here go RingTheBell NBCSPhilly TBSNetwork SportsRadioWIP httpstcoHhDxScbmEV httpstcovgbMhIMsON httpstcoMfbzGLPg,0
8334,13399,Matthew Boyd making rehab start Thursday TripleA Toledo Tigers,1
8335,981,Duran says WooSox manager Billy McMillon called office told spot Olympic roster opened Then revealed news Or go big leagues That side job,0
8336,13714,Tyler Rogers took comebacker right inside right arm Fortunately walking around mound getting checked trainer,1
8337,11151,Gallen indeed lands injured list Catcher Bryan Holaday called,1
8338,6304,This place I wanted stay Matt Barnes Red Sox agree extension keep Boston httpstcomrsihNXy via BostonGlobe,0
8339,4783,Hoy Park reportedly headed big leagues,0
8340,12464,Mets minor league RHP Troy Miller underwent Tommy John surgery Miller acquired Blue Jays Jacob Barnes June made two starts DoubleA Binghamton,1
8341,3833,Triston McKenzie start Indians tomorrow,0
8342,12700,Nick Castellanos watching game dugout railing Hopefully good sign back dugout hit pitch left game th inning Reds,1
8343,13064,Colts QB Carson Wentz foot surgery Monday expected miss weeks Colts ProBowl G Quenton Nelson foot surgery today similar timeline,1
8344,10224,Congratulations athomas selected AllStar Futures Game httpstcoyzqJsylx,0
8345,7231,Take sneak peek Tuesdays edition TribuneReview httpstcoULFcoUGPgd,0
8346,6933,Kyle Funkhouser strikes Charlie Culberson looking end fifth inning pitches seven strikes Impressive,0
8347,6669,HE DID IT AGAIN THIS IS THE MOST INSANE THING I VE EVER SEEN,0
8348,9225,Anthony Bass strikes Ronald Acuña Jr looking surrenders firstpitch homer Freddie Freeman Marlins httpstcoZnfxKIYPI,0
8349,5965,SummerfieldTEC Well sure update using FenwayWeather updates regarding tonights game,0
8350,7322,Marlins lineup vs Dodgers AllStar Trevor Rogers mound First game weeklong homestand AllStar Break httpstcohlZyOWZBH,0
8351,4821,JohnnyBench like never heard So candid fun informative We talked everything Willie Mays kids ChickfilA battle tomhanks alpacino Click link bio find us podcast platforms Chinch httpstcoclbVPoqbk,0
8352,152,Siebert GOOD yards Bengals,0
8353,5953,macsmith Hes best,0
8354,13398,Yankees Torres lands IL left thumb sprain httpstcoosiNfuQma Yankees httpstcoAnABuuml,1
8355,788,Actually unusual pitchers toward end spring training,0
8356,7720,Itspatrick Got ta hit HR trades month Would help lot,0
8357,3577,The Astros drafted RHP Dallas Baptist Rhett Kouba signed teammate Ray Gaither well,0
8358,4843,HouStrosBroncos certainly somewhat dangerous precedent,0
8359,10999,Grayson Greiner left tonights game left hamstring tightness,1
8360,4305,nelsondorseyiii Correct Wasnt gon na available anyway make starts Norfolk,0
8361,7108,The SFGiants RHP Johan Oveido LaMonte Wade Jr B Mike Yastrzemski RF Wilmer Flores B Alex Dickerson LF Brandon Crawford SS Jason Vosler B Steven Duggar CF Curt Casali C Alex Wood LHP,0
8362,8779,Dodgers Dave Roberts referenced Aroldis Chapman comp Darien Nunez Nunez heard says Chapman idol growing Cuba,0
8363,2824,Really hope SVogt brings referee outfit Atlanta Braves TheFan httpstcojALdstyH,0
8364,9040,Giants take RH Will Bednar Mississippi State,0
8365,4164,Mariners roster moves advance series Friday Chicago Mathisen TripleA httpstcoFxtIqyCHEj,0
8366,2568,dariorivero Fair concern,0
8367,9612,NFLNewshound Tomapapa I provide food,0
8368,2174,indierock townsendradio Cmon name right reference I made easy Whats disservice exactly It Tuesday first day Coliseum allowed full capacity disservice pretend like noteworthy,0
8369,9701,Cap July special theme night hats,0
8370,1742,TexasFists You think would mattered No,0
8371,13110,deGrom injury Lindor injury Confortos ugly demise missing Berrios failing sign st round picknot good Mets,1
8372,10941,Carlos Carrasco torn right hamstring hit mids today live BP session Citi Field per Mets manager Luis Rojas He said heart beating really fast Carrasco remains track lateJuly debut,1
8373,2234,Orioles recall Anderson TripleA Norfolk plus notes httpstcooPLNhwDtW,0
8374,2255,bronkemagrant Cora said pregame Wong staying,0
8375,3511,This absurd,0
8376,9679,jonbecker Hey Becky I think good dude Just wanted make sure I replied earnesttweet earlier,0
8377,7680,I research brain surgery I think I bypass college residency though,0
8378,4985,Chad Kuhl warming,0
8379,13434,Baddoo placed concussion injured list httpstcodyNRNF,1
8380,6007,Giannis HUGE block NBA httpstcoHSofbLulNe,0
8381,1852,Ben Gamel batting third playing center field Bryan Reynolds gets day Pirates starting outfield TomGamelPolanco Rockies httpstcoJoEQGLJr,0
8382,5471,Drew Smith allows one run Willy Adames homer two innings three strikeouts Hes done well Mets season ERA sum Brewers Mets midsix,0
8383,8564,cjaj Subscribe newspaper feed journalist,0
8384,13098,Alex Cora set join us Zoom shortly Awaiting lineup opener todays doubleheader Toronto RedSox due find results Jarren Durans latest COVID test morning,1
8385,12390,Left hamstring tightness caused Dbacks Ketel Marte removed first inning tonight,1
8386,7824,If food recommendations spots along route please let us know Same thing goes things stop check road httpstcoQRMAZqlbtk,0
8387,5966,plbernstein httpstcoKkoIhIbx,0
8388,3640,We want see innings Obviously got healthy want good amount time make sure ready When bring would like make sure ready go stays Kim Ng Edward Cabrera,0
8389,560,David Fletcher hitting games June batting game hitting streak average season exactly,0
8390,5686,Germán Márquez named NL AllStar team eighth Rockies pitcher make years sixth starter,0
8391,14175,Drewseymour CFjakesburner No playoff eligible org would replace injured player eligible playoffs,1
8392,3960,Dodgers RHP Walker Buehler six shutout innings given three hits struck seven walked two He thrown pitches strikes He completed six innings starts LA leads DBacks entering B,0
8393,499,DOMFrederic philhand Dont want go rabbit hole kind saying diff roster things would different Which course true IS starting staff And ONE year cause FA judge differently Too long twitter No worries,0
8394,5690,A master craft httpstcosOQAFiq,0
8395,12723,No update Lamet Hell bullpens live BP dictate next step,1
8396,9733,shoppergirl gabedelahaye,0
8397,641,I becoming uncomfortable place work,0
8398,13020,Yes previously sprained right wrist No way draw connection without team medical staff thought,1
8399,1870,The Red Sox reportedly calling No prospect Jarren Duran would MLB debut Heres Duran ranks MLBs Top httpstcomJvaiJvq httpstcogvjSJDPg,0
8400,14195,La Stella scratched due left side tightness Wade Jr RF Posey C Belt B Bryant B Crawford SS Yastrzemski CF Dickerson LF Vosler B Álvarez SP,1
8401,8304,Giants lineup opener Cardinals left fielder Thairo Estrada Slater CF Estrada LF Flores B Ruf B Solano B Crawford SS Davis RF Casali C Gausman P,0
8402,3101,I went ahead tried snag rest count nonbleachered outfield seats foul lines seated beyond fair territory I around give take Cant quite see beneath overhangs lower levels,0
8403,2114,Pauly found gold httpstcoqBDoKpA,0
8404,6132,Dre line MLBDraft httpstcomRpvbzmut,0
8405,9881,elDenbo This guy look great,0
8406,12528,Following positive COVID tests within New York Yankees organization tonight game Yankees RedSox Yankee Stadium postponed allow continued testing contact tracing MLB continue provide scheduling updates available,1
8407,7310,orioles lineup httpstcojvqyUzIb,0
8408,3443,Alcides Escobar keeps productive ABs So far tonight Ninepitch plate appearance star game successful safety squeeze single one fourth,0
8409,8973,Our outfield ya know httpstcoaOiSUmWQW,0
8410,508,Team catch httpstcoBDHNCKKV,0
8411,1225,Bregman takes swings httpstcobPBVxnuj,0
8412,12717,Roster move listed injury httpstcoycpBDqJJE,1
8413,4738,Htown Sure Pena year Pedro Leon clearly ready Maybe give deGoti shot I know,0
8414,3309,jenlawrence,0
8415,10977,Matthew Boyd exited tonights game left arm discomfort currently undergoing evaluation,1
8416,7087,Owen RedSox Oh thundering lightning nonstop,0
8417,2521,Craig Stammen gets second inning six pitches He thrown pitches two Padres He job Nick Ramirez stopped warming appears going hitters bullpen coach Ben Fritz,0
8418,2848,DaveKimelman The Queens based joke Futurama asked Why going Queens He need tires,0
8419,4976,Sure,0
8420,3949,Kyle Gibson mound American League,0
8421,6286,Arizona COVID updates State reports new cases new deaths httpstcolvDkWMKDw,0
8422,7008,The Angels bases loaded outs ninth José Iglesias walked Kurt Suzuki snuck grounder middle Jose Rojas fouling two bunts lined single center Juan Lagares David Fletcher Shohei Ohtani next three batters,0
8423,4460,Your latest reminder good person JasonZucker With permission Alex mom httpstcoGcGdlJQm,0
8424,5758,BobbyRubio PetcoPark Lets go Pads,0
8425,7859,FINAL Astros Indians,0
8426,1602,Heres line deciding game series vs Reds TogetherRoyal httpstcoCfhfrTaI,0
8427,1991,Opted popping Wrigley write little Brad Miller story tonight really enjoying scope choices,0
8428,2235,Quite first round BillyTAndrade US Senior Open five birdies bogeys He shares lead heading clubhouse Omaha Fellow Wake Forest alum Lanny Wadkins enjoyed thoroughly providing commentary Golf Channel,0
8429,4699,st round pick Trey Sweeneys message Yankees fans Lets Lets get work httpstcoYYrPHGZ,0
8430,13244,Correction Dodgers LHP Victor González went IL rightknee inflammation Team also transferred RHP Jimmy Nelson day injured list seasonending elbow surgery right flexor tendon repair,1
8431,12761,Bluejays announced yesterday optioned Anthony Castro They announced reciprocal move Ryan Borucki activated day IL To make room Borucki man Joel Payamps DFA,1
8432,13103,tapia lucky leg mangled,1
8433,12226,Red Sox announce RHP Bryan Mata underwent Tommy John surgery yesterday,1
8434,8516,CTPCTPCP stltoday I appreciate support,0
8435,10960,Chris Sale threw yesterday Fort Myers inning live BPsimulated game Next One final simulated game Fort Myers Then comes rehab assignment,1
8436,9647,Pham doubles Dave Martinez let Scherzer face Tatis second time inning,0
8437,12349,Mike Trout progressing well calf injury httpstcoApclUZyT,1
8438,6915,Art Warren allowed hits runs across innings ERA since rejoining bullpen Stranded four inherited runners stretch Reds,0
8439,6138,Freddy Peralta allowed hits five innings also thrown pitches lot Brewers lead,0
8440,3178,timaltig Reply tweet Devers bobble screenshot donation Jimmy Fund please thanks,0
8441,1439,Matt Canada well aware Derek Watt days Wisconsin Now must learn Najee Harris well httpstcoJUcxZNs day FREE trial httpstcoPVeDLeExe,0
8442,4638,Bobby Bradley swinging bat tonight well Dom drives fights family line This Tweet brianhavrilla,0
8443,10405,USA Basketball without Bradley Beal Tokyo Games federation announced guard would remain health safety protocols httpstcoLlspGzgw,0
8444,4090,DaveKluge fantasydriven I trouble trusting Claypool last season He scored singledigit points seven times Finished less pts six seven That sizable chunk year The upside tremendous doubt But I feel comfortable starting Diontae,0
8445,12970,Coming back long rehab process At age pitcher really matures anyway Overhauled delivery Reassessing arsenal Pitching lot important games limited run support I would say finding groove midJune Good Outcome,1
8446,6315,Couple tworun httpstcosbgYXq,0
8447,12048,Dodgers Dave Roberts said Clayton Kershaw felt something elbow prompting IL move Will get testing done team returns LA,1
8448,2621,Excellent throw Tyler Stephenson complete strike em throw em double play Just second time Trent Grisham caught nine attempts year Reds,0
8449,495,Rain coming Wrigley Fans headed concourse droves,0
8450,1659,Ya hate see httpstcolKmGgCHT,0
8451,6312,JiMan Choi via interpreter Steve Nam going two RBIs Rays I feel like I ran lot I kind hungry middle game,0
8452,10446,Lodolo retired Bobby Witt Jr Royals Jasson Dominguez Yankees pair lineouts He hit mph fastball Reds,0
8453,1442,The Braves Dansby Swanson first hit game oneout double thirdbase line second,0
8454,13907,Ohio States Jimmy Sotos shoulder Joey Brunk back fully cleared basketball related activities per Chris Holtmann,1
8455,647,In first appearance month Daniel Hudsons fastball averaged mph slider mph This wacky game goes th tied,0
8456,9441,Cannes A Hero Emerges Palme Favorite Likely Return Iran Oscar Race httpstcoXhWOZLWD,0
8457,6707,The Cubs lost headed today Yet Go Cubs Go full blast Wrigley Field Cardinals drop game one threegame set STLCards,0
8458,9966,ZeoliTeresa Thanks coming Rays Watch Party,0
8459,6192,Bronny James K joined mainstays like Temperrr FaZeRug Swagg NICKMERCS unstoppable digital force FaZeClan httpstcoLJyEWsYf,0
8460,12516,Giants claimed Armstead waivers Jaguars May He struggled bouts COVID missed entire season,1
8461,7270,Dodgers vs Giants SS Chris Taylor B Max Muncy RF Matt Beaty C Will Smith CF Cody Bellinger LF AJ Pollock B Albert Pujols B Zach McKinstry LHP Julio Urias,0
8462,6677,Jake Odorizzi thrown seasonhigh six innings pitches,0
8463,3722,And Santander gets stranded second homering Or doubling I suppose There outs And Santander never got leave second Not good T,0
8464,9589,rausdenmoore Thanks listening Robert Appreciate reaching,0
8465,2893,The colors look strange next interview excellent guest Excited welcome themayor Thursday July p Instagram Live Amy G Live presented Xfinity httpstcoglpIkMof,0
8466,1426,Jose Altuve home runs June single month career He hit five Astros game winning streak Altuve previous career high homers month nine August,0
8467,12987,Dodgers recalled Mitch White placed Jimmie Sherfy day injured list right elbow inflammation,1
8468,2303,Max Kranick allowed base hit,0
8469,4277,hE dOeSnT bElOnG iN tHe HoMe RuN dErBy TogetherRoyal httpstcoWIDIykZwd,0
8470,5089,McCullers holding opponents batting average runners scoring position third lowest AL min PA behind teammate Cristian Javier Shohei Ohtani,0
8471,1749,They names They capability They experience But comes improving offensive production Cardinals answer On disappointing series loss Colorado httpstcoJNDLCsMoD,0
8472,1822,Sheets cleaning httpstcoPYpJvXRI,0
8473,11263,citylifematt Youll know soon know Friday certainly makes sense Long IL,1
8474,4609,On Chicago hour Will Cubs buyers sellers What deal Escobar Sox talks mullyhaugh,0
8475,2903,James Kaprielian innings strikeouts,0
8476,7761,Phillies Padres restart approximately pm Its bottom fourth inning,0
8477,11904,Injury Acuñas right knee Dont know anything yet httpstcoTzRKXixz,1
8478,8722,Debi The St Louis baseball Cardinals,0
