,injury_report,tweet,data_cleaned
1759,0,Today's #Angels game has been postponed,Todays Angels game postponed
1760,0,"@JeffFletcherOCR Yes, some (very good) stuff happened in that too",JeffFletcherOCR Yes good stuff happened
1761,0,There was some stuff that happened last night too  https://t.co/6PMd3cYQTR,There stuff happened last night httpstcoPMdcYQTR
1762,0,#Angels today ... and the not-so-promising weather forecast  https://t.co/ILFiG4RzSG,Angels today notsopromising weather forecast httpstcoILFiGRzSG
1763,0,More on Suarez:  https://t.co/aQghNN9TCk,More Suarez httpstcoaQghNNTCk
1764,0,Projected #Angels rotation for this weekend against Baltimore -- including José Suarez in Dylan Bundy's place on Sunday  https://t.co/6V0G3BFcQz,Projected Angels rotation weekend Baltimore including José Suarez Dylan Bundys place Sunday httpstcoVGBFcQz
1765,0,Six hours later...  https://t.co/6PMd3dgsir,Six hours later httpstcoPMddgsir
1766,0,Here’s how the scorebook looked on that one…  https://t.co/4RGNR7fc6v,Here scorebook looked httpstcoRGNRfcv
1767,0,"Joe Maddon said the game was ""close"" to being called during the second rain delay: ""But you looked at the map and you saw it was going to do exactly what it did, it was going to stop.""",Joe Maddon said game close called second rain delay But looked map saw going exactly going stop
1768,0,"Final: Angels 11, Yankees 8  #Angels are 39-41  I'm just gonna refer you to this:  https://t.co/98o4brcvD0",Final Angels Yankees Angels I gon na refer httpstcoobrcvD
1769,0,The top of the ninth is finally over. The Angels scored seven runs. Here's how...  Walk Fielder's choice Walk Walk Grand slam Walk Single Strikeout 2-RBI single RBI double Strikeout  Raisel Iglesias will pitch the bottom of the ninth  It's 11-8 #Angels,The top ninth finally The Angels scored seven runs Heres Walk Fielders choice Walk Walk Grand slam Walk Single Strikeout RBI single RBI double Strikeout Raisel Iglesias pitch bottom ninth Its Angels
1770,0,"Five minutes ago, the Yankees fans here were on their feet and chanting ""Let's go Yankees""  Now, they're chanting ""Fire Boone""",Five minutes ago Yankees fans feet chanting Lets go Yankees Now chanting Fire Boone
1771,0,"Pinch-hitter Luis Rengifo drills a two-run single into left. Six runs in the ninth for the Angels. They have their first lead since the first inning.  10-8 Angels, T9",Pinchhitter Luis Rengifo drills tworun single left Six runs ninth Angels They first lead since first inning Angels T
1772,0,Here's how we got here...  https://t.co/KgJ66zotQw,Heres got httpstcoKgJzotQw
1773,0,GRAND SLAM. TIE GAME,GRAND SLAM TIE GAME
1774,0,Aroldis Chapman has walked the bases loaded with one out in the ninth. Jared Walsh comes up representing the tying run...,Aroldis Chapman walked bases loaded one ninth Jared Walsh comes representing tying run
1775,0,"Stassi just took a foul ball off his mask and was shaken up, but is staying in the game after being checked out by trainers",Stassi took foul ball mask shaken staying game checked trainers
1776,0,"Meanwhile, Brett Gardner just took Mike Mayers deep  8-4 Yankees, B8",Meanwhile Brett Gardner took Mike Mayers deep Yankees B
1777,0,Part of a double switch. Stassi will be due up third in the ninth.,Part double switch Stassi due third ninth
1778,0,"Kurt Suzuki struck out to end the eighth, and now Max Stassi is coming into the game as catcher to begin the bottom of the inning",Kurt Suzuki struck end eighth Max Stassi coming game catcher begin bottom inning
1779,0,Steve Cishek got out to the mound a little early during the seventh inning stretch  https://t.co/4WeNqe7QVh,Steve Cishek got mound little early seventh inning stretch httpstcoWeNqeQVh
1780,0,Tony Watson gave the Angels 1.1 innings (and an at-bat)  Now Steve Cishek enters with two on and one out in the sixth,Tony Watson gave Angels innings atbat Now Steve Cishek enters two one sixth
1781,0,The trade deadline is in 25 days. The area the Astros could stand to upgrade is obvious. So ... which relievers could they target?  https://t.co/iQ6erXofDx,The trade deadline days The area Astros could stand upgrade obvious So relievers could target httpstcoiQerXofDx
1782,0,@Joshstros Dusty prefers the four-man bench.,Joshstros Dusty prefers fourman bench
1783,0,"Optioning three players and activating only two suggests someone else will be activated tomorrow. Bryan Abreu threw back to back days in Triple A on Friday and Saturday. He's probably ready. Joe Smith seems close, too.",Optioning three players activating two suggests someone else activated tomorrow Bryan Abreu threw back back days Triple A Friday Saturday Hes probably ready Joe Smith seems close
1784,0,"Yordan Alvarez and Martín Maldonado will be active for the Astros’ series opener against the A’s tomorrow.  Garrett Stubbs, Ralph Garza and Peter Solomon were optioned to Triple A after yesterday’s game.",Yordan Alvarez Martín Maldonado active Astros series opener A tomorrow Garrett Stubbs Ralph Garza Peter Solomon optioned Triple A yesterday game
1785,0,"Francis Martes went unclaimed on outright waivers, so he remains with the Astros as a non-40-man roster minor leaguer.",Francis Martes went unclaimed outright waivers remains Astros nonman roster minor leaguer
1786,0,"Jose Altuve, Carlos Correa and Michael Brantley made the All-Star team as a result of the vote among players, managers and coaches. Ryan Pressly was among nine AL players selected by MLB.",Jose Altuve Carlos Correa Michael Brantley made AllStar team result vote among players managers coaches Ryan Pressly among nine AL players selected MLB
1787,0,Most All-Star Game selections as a member of the Astros  Craig Biggio: 7 Jose Altuve: 7 Lance Berkman: 5,Most AllStar Game selections member Astros Craig Biggio Jose Altuve Lance Berkman
1788,0,The Astros have four All-Stars:  Jose Altuve (7th time) Michael Brantley (5th time) Carlos Correa (2nd time) Ryan Pressly (2nd time),The Astros four AllStars Jose Altuve th time Michael Brantley th time Carlos Correa nd time Ryan Pressly nd time
1789,0,Yordan Alvarez is on paternity leave. Taylor Jones is back up from Triple A.,Yordan Alvarez paternity leave Taylor Jones back Triple A
1790,0,What a rise by Teoscar Hernández. Signed with the Astros for only $20k out of the Dominican Republic 10 years ago. Went unselected in the 2015 Rule 5 Draft. Was traded to the Blue Jays for a rental reliever in 2017. Now a starting outfielder in the 2021 All-Star Game.,What rise Teoscar Hernández Signed Astros k Dominican Republic years ago Went unselected Rule Draft Was traded Blue Jays rental reliever Now starting outfielder AllStar Game
1791,0,"The Red Sox may piggyback starters or taper some of them back in the second half coming of a short season last year. Now fully healthy Tanner Houck will be in the mix.  “There’s no restriction at all with any pitches thrown. It’s Tanner Houck electricity.""  https://t.co/Kmtp2Apcd6",The Red Sox may piggyback starters taper back second half coming short season last year Now fully healthy Tanner Houck mix There restriction pitches thrown It Tanner Houck electricity httpstcoKmtpApcd
1792,0,"The past 18 months have required a lot of patience from Tanner Houck.  With plans to reshuffle the Red Sox rotation post All-Star break, Houck appears poised to play a big role in second half  https://t.co/Kmtp2Apcd6",The past months required lot patience Tanner Houck With plans reshuffle Red Sox rotation post AllStar break Houck appears poised play big role second half httpstcoKmtpApcd
1793,1,"The Red Sox announced they reinstated RHP Eduard Bazardo from the minor league IL, recalled him from Worcester and placed him on the 60-day IL with a right lat strain. That move opens up a spot on the 40-man roster.",The Red Sox announced reinstated RHP Eduard Bazardo minor league IL recalled Worcester placed day IL right lat strain That move opens spot man roster
1794,0,Chris Sale will throw two innings tomorrow in Fort Myers. It should be his last live BP before a rehab assignment.  RHP Connor Seabold is scheduled to throw three innings in Fort Myers tomorrow too.,Chris Sale throw two innings tomorrow Fort Myers It last live BP rehab assignment RHP Connor Seabold scheduled throw three innings Fort Myers tomorrow
1795,0,Christian Arroyo has been activated and will play second today. Michael Chavis optioned back to Worcester.,Christian Arroyo activated play second today Michael Chavis optioned back Worcester
1796,0,"Rafael Devers' defense is visibly improving. He's never finished a season with a positive DRS and now owns a 3 DRS through 80 games.   “You can put everything in perspective, but one of the things is consistency.""   On how he's gotten to a point:   https://t.co/dfjLQlQZUH",Rafael Devers defense visibly improving Hes never finished season positive DRS owns DRS games You put everything perspective one things consistency On gotten point httpstcodfjLQlQZUH
1797,0,(OK time for bed how do I turn these fireworks off?),OK time bed I turn fireworks
1798,0,@Insufficientl15 haha well thanks. Defensive runs saved measures how many runs a player saves (or costs) his team relative to a league average player at his position. A positive number means he's above average,Insufficientl haha well thanks Defensive runs saved measures many runs player saves costs team relative league average player position A positive number means average
1799,0,Rafael Devers has never finished a season with a postive DRS. He currently has a 3 DRS ranking him among some of the best third basemen in the league in the midst of his first All-Star season. On Devers’ markedly improved defense this year:  https://t.co/dfjLQlQZUH,Rafael Devers never finished season postive DRS He currently DRS ranking among best third basemen league midst first AllStar season On Devers markedly improved defense year httpstcodfjLQlQZUH
1800,0,"Minor league promotions usually happen around the All-Star break. Yorke is already playing in a league above his age, but hitting so well, curious to see if he's promoted to High-A Greenville. Red Sox surprised everyone with that pick a year ago, but he's doing well so far",Minor league promotions usually happen around AllStar break Yorke already playing league age hitting well curious see promoted HighA Greenville Red Sox surprised everyone pick year ago well far
1801,0,"Long, but interesting quote from Cora on the coaching staff's role in helping this Red Sox team win and how they're clicking on (most) cylinders. There's a quiet confidence they've been exuding all year, even after they lose like last night.  https://t.co/MvW7NOEanh",Long interesting quote Cora coaching staffs role helping Red Sox team win clicking cylinders There quiet confidence exuding year even lose like last night httpstcoMvWNOEanh
1802,0,"Red Sox at Athletics: Hernández CF, Verdugo RF, Martinez DH, Devers 3B, Vázquez C, González SS, Santana LF, Dalbec 1B, Chavis 2B, Pivetta P",Red Sox Athletics Hernández CF Verdugo RF Martinez DH Devers B Vázquez C González SS Santana LF Dalbec B Chavis B Pivetta P
1803,0,"Cora said even though Martinez doesn't play OF often, he's always on top of playing catch and long tossing to keep his arm fresh.  Cora also said the Gonzalez SB attempt was his own fault, gave the wrong sign. Said Santana's attempt was a chance they don't want to take in extras",Cora said even though Martinez play OF often always top playing catch long tossing keep arm fresh Cora also said Gonzalez SB attempt fault gave wrong sign Said Santanas attempt chance want take extras
1804,0,That one snaps the Red Sox winning streak at eight games.,That one snaps Red Sox winning streak eight games
1805,0,"In his last 15 games, Kiké Hernandez is 16-for-53 (.302) with four doubles, five homers and 12 runs driven in.",In last games Kiké Hernandez four doubles five homers runs driven
1806,0,JD Renfroe over here. This game is what you’d call nuts.,JD Renfroe This game call nuts
1807,0,@CealeyGodwin Haha I think they'd eventually go to Marwin since he pitched in a blowout game for them earlier this year,CealeyGodwin Haha I think would eventually go Marwin since pitched blowout game earlier year
1808,0,@mikeMaher Agreed. That’s why I’ve been writing and tweeting so much about it. It’s fascinating to me. And that he’s so open about it,mikeMaher Agreed That I writing tweeting much It fascinating And open
1809,0,"Sawamura strands the runners for Richards.   Richards’ final line: 5+ IP, 5 H, 2 R, 2 ER, 3 BB, 2 K. 92 pitches, 60 strikes, 6 swing/miss",Sawamura strands runners Richards Richards final line IP H R ER BB K pitches strikes swingmiss
1810,0,"Richards threw 20 changeups last start, his first using the pitch. He's thrown five tonight, first swing/miss was on the first pitch of the AB to Olson. Adding the change and curve helps mix up his sequences. Obviously this is a HUGE work in progress but 5 IP, 3 H, 1 R so far",Richards threw changeups last start first using pitch Hes thrown five tonight first swingmiss first pitch AB Olson Adding change curve helps mix sequences Obviously HUGE work progress IP H R far
1811,0,ICYMI: @chadjennings22's oral history on the 20-year anniversary:  https://t.co/SYsrfQgEAs,ICYMI chadjenningss oral history year anniversary httpstcoSYsrfQgEAs
1812,0,Cora had thought Wednesday but sounds like Ohtani on Tuesday,Cora thought Wednesday sounds like Ohtani Tuesday
1813,0,"That was Richards’ first changeup tonight. He said this week that while he’s been working on that change and slow curve, the biggest challenge is having the confidence to throw them in a game. He was pretty candid and interesting in discussing all this.  https://t.co/0oyB09ycVB",That Richards first changeup tonight He said week working change slow curve biggest challenge confidence throw game He pretty candid interesting discussing httpstcooyBycVB
1814,0,Cora also the Red Sox might be facing Ohtani Wednesday is the Angels’ rotation stays in line.,Cora also Red Sox might facing Ohtani Wednesday Angels rotation stays line
1815,1,Cora says Connor Seabold threw a live BP this past week and has been progressing well.,Cora says Connor Seabold threw live BP past week progressing well
1816,0,"Cora reiterates what he's said before about the post All-Star break rotation: ""We'll reshuffle the rotation to give certain guys rest.""",Cora reiterates said post AllStar break rotation Well reshuffle rotation give certain guys rest
1817,0,"Red Sox at Athletics: Hernández 2B, Verdugo DH, Martinez LF, Bogaerts SS, Devers 3B, Renfroe RF, Vázquez C, Dalbec 1B, Santana CF, Richards P",Red Sox Athletics Hernández B Verdugo DH Martinez LF Bogaerts SS Devers B Renfroe RF Vázquez C Dalbec B Santana CF Richards P
1818,0,@bradfo maybe it's a 33 thing,bradfo maybe thing
1819,0,"More weekend reading: Franchy Cordero's resurgence at Triple-A Worcester and work at a new position could help him return to Boston sooner than later.  In 29 games at Worcester, Cordero is hitting .382 with an 1.182 OPS and starting to work out at first  https://t.co/TFSMhvNR3b",More weekend reading Franchy Corderos resurgence TripleA Worcester work new position could help return Boston sooner later In games Worcester Cordero hitting OPS starting work first httpstcoTFSMhvNRb
1820,0,Weekend reading:   Garrett Richards takes the mound again today.  Inside the process of learning to throw a new changeup (thanks in part to Eduardo Rodriguez) and super slow curveball as he reshapes his repertoire on the fly in between starts  https://t.co/0oyB09ycVB,Weekend reading Garrett Richards takes mound today Inside process learning throw new changeup thanks part Eduardo Rodriguez super slow curveball reshapes repertoire fly starts httpstcooyBycVB
1821,1,"Christian Arroyo (bone bruise) is rehabbing in Worcester the next couple days, but Alex Cora says he will likely meet the team in LA on Monday. Plawecki is with the team right now and still working his way back from the hamstring strain, but could be activated in an emergency.",Christian Arroyo bone bruise rehabbing Worcester next couple days Alex Cora says likely meet team LA Monday Plawecki team right still working way back hamstring strain could activated emergency
1822,0,"Duran leading off for the WooSox tonight so no call up just yet, even though he’s not on the US Olympic roster.",Duran leading WooSox tonight call yet even though US Olympic roster
1823,0,"Red Sox at Athletics: Hernández CF, Verdugo LF, Bogaerts SS, Devers DH, Renfroe RF, Gonzalez 3B, Vázquez C, Santana 1B, Chavis 2B, Rodriguez P",Red Sox Athletics Hernández CF Verdugo LF Bogaerts SS Devers DH Renfroe RF Gonzalez B Vázquez C Santana B Chavis B Rodriguez P
1824,0,@ETD51 @MattKalman Thanks!,ETD MattKalman Thanks
1825,0,@MattKalman Thanks!,MattKalman Thanks
1826,0,@TonyRBranco Thanks!!,TonyRBranco Thanks
1827,0,"“I don’t have anything to hide. I never was a Spider Tack guy...When I got to the big leagues in 2011 and I was having trouble gripping the ball, this is what was shown to me. To be honest, I don’t know a lot of people over the years that didn’t at least use rosin and sunscreen.""",I anything hide I never Spider Tack guyWhen I got big leagues I trouble gripping ball shown To honest I know lot people years least use rosin sunscreen
1828,0,Garrett Richards hasn't been shy about discussing his transition away from using sunscreen and rosin.  He detailed the process of learning how to throw a changeup and super slow curve on the fly in between starts over the past week.  https://t.co/0oyB09ycVB,Garrett Richards shy discussing transition away using sunscreen rosin He detailed process learning throw changeup super slow curve fly starts past week httpstcooyBycVB
1829,0,@lindseyadler Thank ya!,lindseyadler Thank ya
1830,0,@BobBradley554 Bob! Thanks so much! I remember those days (and the 19th hole) fondly. Hope you’re doing well!,BobBradley Bob Thanks much I remember days th hole fondly Hope well
1831,0,"Also in here, Richards had some interesting comments on sticky stuff:  ""Do I feel a little bit like, ‘Damn we were doing something wrong the whole time?’ Yeah, I do feel that way. But in all fairness, I don’t think we knew we were doing something wrong.""  https://t.co/0oyB09ycVB",Also Richards interesting comments sticky stuff Do I feel little bit like Damn something wrong whole time Yeah I feel way But fairness I think knew something wrong httpstcooyBycVB
1832,0,Talked to Garrett Richards for a while about what it's like reshaping his repertoire on the fly in between starts. Eduardo Rodriguez helped him with his new changeup and pitching coach Dave Bush has been invaluable. Inside Richards' process:  https://t.co/0oyB09ycVB,Talked Garrett Richards like reshaping repertoire fly starts Eduardo Rodriguez helped new changeup pitching coach Dave Bush invaluable Inside Richards process httpstcooyBycVB
1833,1,An early July rehab assignment followed by about five starts lines up with that mid August return target,An early July rehab assignment followed five starts lines mid August return target
1834,0,Christian Arroyo is on the field taking some grounders before batting practice.,Christian Arroyo field taking grounders batting practice
1835,0,"@TheVirk51 No it was never mid-July, they’d said mid summer. At this point it’s looking like mid August. If he goes on rehab assignment in the next week or and throws five starts, he could be ready early/mid August",TheVirk No never midJuly said mid summer At point looking like mid August If goes rehab assignment next week throws five starts could ready earlymid August
1836,0,Chris Sale’s second session throwing to batters is underway  https://t.co/E9BCwhIXu7,Chris Sale second session throwing batters underway httpstcoEBCwhIXu
1837,0,@BRobertSchultz @TheAthletic Hey thanks so much!,BRobertSchultz TheAthletic Hey thanks much
1838,0,@TheRadioMike I’ll be back soon and will make sure to do so!,TheRadioMike I back soon make sure
1839,0,"@CostaRica79 Well it is named Polar Park, so if they don’t have dibs on the goods then no one will",CostaRica Well named Polar Park dibs goods one
1840,0,Franchy Cordero’s resurgance at Triple-A and work at a new position could help lead him back to Boston.  https://t.co/TFSMhvNR3b,Franchy Cordero resurgance TripleA work new position could help lead back Boston httpstcoTFSMhvNRb
1841,0,But of course the best part is catching up with @JoeyMacHockey and @BillBallouTG,But course best part catching JoeyMacHockey BillBallouTG
1842,0,Also added perk is the free Polar seltzer in the press box.  https://t.co/C7kEcjqtIz,Also added perk free Polar seltzer press box httpstcoCkEcjqtIz
1843,0,"Polar Park is nice, in case you were wondering.  https://t.co/XN8hLbKo5v",Polar Park nice case wondering httpstcoXNhLbKov
1844,0,"A new changeup, a slower curveball and a bucket of ice.   That’s how Garrett Richards survived what began as an ugly start and ended in a Red Sox victory on Monday night.  https://t.co/AVTL31L5cv",A new changeup slower curveball bucket ice That Garrett Richards survived began ugly start ended Red Sox victory Monday night httpstcoAVTLLcv
1845,0,"Regarding Richards' increased sinker usage, he said it's actually not a sinker but a split changeup he developed earlier this week. Savant initially read it as a sinker, but this is a completely new pitch. Richards also said he stuck his arm in the cooler so he'd stop sweating.",Regarding Richards increased sinker usage said actually sinker split changeup developed earlier week Savant initially read sinker completely new pitch Richards also said stuck arm cooler would stop sweating
1846,0,"@JoeyMacHockey So, so, so many phones for high school round-ups. And plenty of agate shifts, too! Also miss (sort of) the phone calls from the regulars asking for scores of whatever random NBA or MLB game that could easily be looked up online.",JoeyMacHockey So many phones high school roundups And plenty agate shifts Also miss sort phone calls regulars asking scores whatever random NBA MLB game could easily looked online
1847,0,"@RecitsSox yeah I just noticed the same thing. It seems a bit wonky tonight. It had four through the first two innings, then went up to 20 by the end, now it seems like it's at 2... I'll ask  Richards says post game about it",RecitsSox yeah I noticed thing It seems bit wonky tonight It four first two innings went end seems like I ask Richards says post game
1848,0,"Also in here, the Red Sox only need Richards to throw one more start (July 3) before the break. His next lines up with July 8, but it's an off day. They could skip him to give him extra time on either side of the break to continue refining these pitches.  https://t.co/XUN9LenMeN",Also Red Sox need Richards throw one start July break His next lines July day They could skip give extra time either side break continue refining pitches httpstcoXUNLenMeN
1849,0,"@ncolby33 I don't know, I know what you're getting at, but I think they let him work through this. They really only need one more start out of him before the All-Star break then can give him like 10 days to work on things which I think could help",ncolby I know I know getting I think let work They really need one start AllStar break give like days work things I think could help
1850,0,And Renfroe's second homer of the night gives the Red Sox a 6-5 lead and takes Richards off the hook.,And Renfroes second homer night gives Red Sox lead takes Richards hook
1851,0,"Richards final line: 5.2 IP, 11 H, 5 R, 5 ER, 0 BB, 3 K. 88 pitches, 64 strikes. Threw 20 sinkers, nearly a third the number of sinkers he threw last season.",Richards final line IP H R ER BB K pitches strikes Threw sinkers nearly third number sinkers threw last season
1852,0,"Cora comes to get Richards after 5 2/3 innings with a runner on first. Sawamura entering. Richards' first two innings were *brutal*, making the in-game adjustments in the third, fourth and fifth pretty remarkable.",Cora comes get Richards innings runner first Sawamura entering Richards first two innings brutal making ingame adjustments third fourth fifth pretty remarkable
1853,0,Garrett Richards back out for the sixth inning at 86 pitches.,Garrett Richards back sixth inning pitches
1854,0,"Richards with three homers allowed in the first two innings, has settled down over the next three allowing three singles. Got Sal Perez and Emmanuel Rivera to strike out swinging on 95 mph fastballs.",Richards three homers allowed first two innings settled next three allowing three singles Got Sal Perez Emmanuel Rivera strike swinging mph fastballs
1855,0,Hernandez had his pants pulled way above his knees yesterday. Today they are down.   He has hit a leadoff homer in both games.  An investigation into this matter will commence. I'll report my findings soon.,Hernandez pants pulled way knees yesterday Today He hit leadoff homer games An investigation matter commence I report findings soon
1856,0,"*four sinkers.   (Cue the joke about him already throwing a stinker.)   But either way, this is going to be a work in progress.",four sinkers Cue joke already throwing stinker But either way going work progress
1857,0,"Alex Cora mentioned Garrett Richards might start throwing his sinker more, a pitch he'd only thrown 8 percent of the time last year, but 18 percent in 2019.  Entering tonight, he'd only thrown six sinkers this season. He's thrown five so far tonight  https://t.co/XUN9LenMeN",Alex Cora mentioned Garrett Richards might start throwing sinker pitch would thrown percent time last year percent Entering tonight would thrown six sinkers season Hes thrown five far tonight httpstcoXUNLenMeN
1858,0,A crisp 92 degrees at 7:10 p.m. for first pitch.,A crisp degrees pm first pitch
1859,0,Sheesh,Sheesh
1860,0,"Looks like Verdugo is out today and Devers, Martinez and Bogaerts are shifted up a spot   Red Sox vs Royals: Hernández CF, Devers 3B, Martinez DH, Bogaerts SS, Renfroe RF, Vázquez C, Dalbec 1B, González LF, Chavis 2B, Richards P",Looks like Verdugo today Devers Martinez Bogaerts shifted spot Red Sox vs Royals Hernández CF Devers B Martinez DH Bogaerts SS Renfroe RF Vázquez C Dalbec B González LF Chavis B Richards P
1861,0,"The Red Sox swept the Yankees for the second consecutive series this season, something they haven't done since 2011.   And Eduardo Rodriguez might be hitting his stride at just the right time.  https://t.co/anGeyysJue",The Red Sox swept Yankees second consecutive series season something done since And Eduardo Rodriguez might hitting stride right time httpstcoanGeyysJue
1862,0,"Cora: ""All around, probably the best series we played all season.""",Cora All around probably best series played season
1863,0,"The Red Sox sweep the Yankees for the second time this season. Rodriguez picks up the win, his first since May 7 in Baltimore.",The Red Sox sweep Yankees second time season Rodriguez picks win first since May Baltimore
1864,0,This is all true.,This true
1865,1,You likely know the Red Sox picked up Garrett Whitlock in the Rule 5 draft from the Yankees and that he's been terrific this year.  But maybe you don't know about his grueling TJ rehab or that he was nearing a return to the Yankees when the pandemic hit  https://t.co/gVPrifvJI2,You likely know Red Sox picked Garrett Whitlock Rule draft Yankees terrific year But maybe know grueling TJ rehab nearing return Yankees pandemic hit httpstcogVPrifvJI
1866,0,"From the Benintendi deal. Gambrell had a rough start his last time out allowing five runs in two innings, but seems like today was quite a bounceback.",From Benintendi deal Gambrell rough start last time allowing five runs two innings seems like today quite bounceback
1867,0,"Darwinzon Hernandez coming in for Rodriguez.   Rodriguez's final line: 6 IP, 5 H, 2 R, 2 ER, 0 BB, 8 K. 96 pitches, 52 strikes, 11 swing/miss",Darwinzon Hernandez coming Rodriguez Rodriguezs final line IP H R ER BB K pitches strikes swingmiss
1868,0,"Through four scoreless innings today, Rodriguez has allowed three hits, no walks and struck out five. 68 pitches, 41 strikes, seven swings and misses. His average fastball velo is tick faster today 93.3 mph than his season average of 92.5 mph.",Through four scoreless innings today Rodriguez allowed three hits walks struck five pitches strikes seven swings misses His average fastball velo tick faster today mph season average mph
1869,0,He was also (unsurprisingly) very excited about the Red Sox first inning off Cole.,He also unsurprisingly excited Red Sox first inning Cole
1870,0,vs Hernandez no less,vs Hernandez less
1871,0,"Kiké Hernandez, back in the leadoff spo, hits a first-pitch homer off Cole. 1-0 Red Sox.",Kiké Hernandez back leadoff spo hits firstpitch homer Cole Red Sox
1872,0,"Strong 1-2-3 first inning for Rodriguez with 13 pitches, seven strikes, getting Voit looking on a cutter on the outside edge.",Strong first inning Rodriguez pitches seven strikes getting Voit looking cutter outside edge
1873,1,"Sale will throw another live BP on Wednesday.   Cora: ""You start thinking ahead of when he's going to contribute.""",Sale throw another live BP Wednesday Cora You start thinking ahead going contribute
1874,0,"Kiké Hernandez back at leadoff today.   Red Sox vs Yankees: Hernández CF, Verdugo LF, Martinez DH, Bogaerts SS, Devers 3B, Renfroe RF, Vázquez C, Gonzalez 2B, Santana 1B, Rodriguez P",Kiké Hernandez back leadoff today Red Sox vs Yankees Hernández CF Verdugo LF Martinez DH Bogaerts SS Devers B Renfroe RF Vázquez C Gonzalez B Santana B Rodriguez P
1875,0,Looks like Connor Wong is making his first big league start behind the plate today. Wrote a bit about him the other day  https://t.co/eYx9Rf6bv0,Looks like Connor Wong making first big league start behind plate today Wrote bit day httpstcoeYxRfbv
1876,0,"If you want to read more about Patrick Downes and Jessica Kensky and their relationship with the Pedroias, here you go:  https://t.co/43CCJjXEOl",If want read Patrick Downes Jessica Kensky relationship Pedroias go httpstcoCCJjXEOl
1877,1,The Red Sox are placing Christian Arroyo on the 10-day injured list (retroactive to June 21) with a right knee contusion and have recalled Michael Chavis.,The Red Sox placing Christian Arroyo day injured list retroactive June right knee contusion recalled Michael Chavis
1878,0,Keith has some good Red Sox notes in here,Keith good Red Sox notes
1879,0,"“Going through a little transition period right now. Changing some grips on some of my pitches, learning new pitches, trying to figure this whole thing out.""  Garrett Richards admits in the wake of MLB's substance crackdown he's finding a new way to pitch  https://t.co/XUN9Le6bnf",Going little transition period right Changing grips pitches learning new pitches trying figure whole thing Garrett Richards admits wake MLBs substance crackdown finding new way pitch httpstcoXUNLebnf
1880,0,@RyanRufe @FantasyRath @Scotty_Ballgame @WooSox I think in that same mailbag I also wondered if they do want him to go to the Olympics to be around Scioscia and some of those veteran players more to help with his maturity and development,RyanRufe FantasyRath ScottyBallgame WooSox I think mailbag I also wondered want go Olympics around Scioscia veteran players help maturity development
1881,0,"“He’s got to commit to making some changes, that’s the best way I can put it. It is difficult. He’s not the only one going through this.”   Pitching coach Dave Bush on Garrett Richards’ struggles and the plan to get him back on track  https://t.co/XUN9Le6bnf",He got commit making changes best way I put It difficult He one going Pitching coach Dave Bush Garrett Richards struggles plan get back track httpstcoXUNLebnf
1882,0,"Pitching coach Dave Bush: ""We’re not talking about an overhaul here. I think it’s just an adjustment to the different circumstances right now. It’s not like we’re asking him to throw side arm or throw a completely different mix of pitches, it’s just making small adjustments.""",Pitching coach Dave Bush We talking overhaul I think adjustment different circumstances right It like asking throw side arm throw completely different mix pitches making small adjustments
1883,0,"Richards: ""Going through a little transition period right now. Changing some grips on some of my pitches, learning new pitches, just trying to figure this whole thing out. Still determined to get it figured out. Just on the fly having to kind of figure out how to get through it.""",Richards Going little transition period right Changing grips pitches learning new pitches trying figure whole thing Still determined get figured Just fly kind figure get
1884,0,"Cora said the umpires noticed Castillo's hat was discolored, didn't necessarily have sticky substance on it, so that's why they removed it. But there are still some questions",Cora said umpires noticed Castillos hat discolored necessarily sticky substance removed But still questions
1885,0,Cora says he's well aware of the optics of how it might look if he asks umpires for an extra (or perhaps unnecessary) check of sticky stuff on an opposing pitcher because of his own suspension last year.,Cora says well aware optics might look asks umpires extra perhaps unnecessary check sticky stuff opposing pitcher suspension last year
1886,0,"Cora had hoped Arroyo would be back at leadoff today.  Red Sox at Rays: Santana CF, Verdugo LF, Martinez DH, Bogaerts SS, Devers 3B, Renfroe RF, Vázquez C, Hernández 2B, Dalbec 1B, Richards P",Cora hoped Arroyo would back leadoff today Red Sox Rays Santana CF Verdugo LF Martinez DH Bogaerts SS Devers B Renfroe RF Vázquez C Hernández B Dalbec B Richards P
1887,0,@ELMcCaffrey @IanDon Nooo 😭😭,ELMcCaffrey IanDon Nooo
1888,0,"On a night when the Rays’ debuted Wander Franco, a Red Sox prospect helped Boston to victory.   And no, it’s not Jarren Duran just yet  https://t.co/eYx9Rf6bv0",On night Rays debuted Wander Franco Red Sox prospect helped Boston victory And Jarren Duran yet httpstcoeYxRfbv
1889,0,The Rays have lost six in a row entering today and Philips not running there and forgetting a runner was behind him is absolutely brutal for them,The Rays lost six row entering today Philips running forgetting runner behind absolutely brutal
1890,0,Pete Fairbanks was so excited about that 10th inning strike-em-out-throw em-out double play to end the inning he ran over to the umpires smiling for his sticky stuff check-up. (He appears to be in the minority though.),Pete Fairbanks excited th inning strikeemoutthrow emout double play end inning ran umpires smiling sticky stuff checkup He appears minority though
1891,0,@Itspatrick88 Gotta hit some HR in trades this month. Would help a lot,Itspatrick Got ta hit HR trades month Would help lot
1892,0,Discussing the Cubs collapse coming up at 11 CT on ESPN 1000.,Discussing Cubs collapse coming CT ESPN
1893,0,@JeffHan45664069 yup,JeffHan yup
